"","Q1","Q2","Q3","Q4","Q5","Province"
"7423","0",NA,"Wrong","3",NA,"Quebec"
"7424","1","Conservative","Wrong","4","Other","British Columbia"
"7425","1","Conservative","Right","3","Conservative","Quebec"
"7426","1","Liberal","Standstill","3","Liberal","Quebec"
"7427","1","BlocQbc","Standstill","4","Liberal","Ontario"
"7428","1","Liberal","Standstill","2","Conservative","Alberta"
"7429","0",NA,"Wrong","1",NA,"Manitoba"
"7430","1","Conservative","Wrong","3","Liberal","Alberta"
"7431","0",NA,"Standstill","4",NA,"Ontario"
"7432","1","Conservative","Standstill","3","Conservative","British Columbia"
"7433","1","BlocQbc","Right","1","ndp","Ontario"
"7434","1","Liberal","Wrong","2","Conservative","Ontario"
"7435","1","Green","Standstill","5","Conservative","Quebec"
"7436","1","Liberal","Unsure","1","Liberal","Alberta"
"7437","1","Liberal","Unsure","1","Liberal","British Columbia"
"7438","1","BlocQbc","Right","5","Conservative","Ontario"
"7439","1","BlocQbc","Right","3","Conservative","Nova Scotia"
"7440","1","Conservative","Unsure","4","Liberal","Alberta"
"7441","1","Liberal","Right","4","Conservative","Saskatchewan"
"7442","1","Liberal","Wrong","4","Liberal","Quebec"
"7443","1","Conservative","Right","3","BlocQbc","Quebec"
"7444","1","Conservative","Right","2","Conservative","Ontario"
"7445","0",NA,"Wrong","2",NA,"Ontario"
"7446","1","Conservative","Standstill","1","Conservative","Ontario"
"7447","1","BlocQbc","Standstill","1","Liberal","Quebec"
"7448","1","Liberal","Standstill","1","Liberal","Quebec"
"7449","1","Liberal","Wrong","1","Conservative","Ontario"
"7450","1","Conservative","Standstill","4","BlocQbc","Manitoba"
"7451","1","Liberal","Wrong","1","ndp","British Columbia"
"7452","1","ndp","Right","2","Liberal","Ontario"
"7453","0",NA,"Wrong","4",NA,"Quebec"
"7454","0",NA,"Right","1",NA,"Quebec"
"7455","1","Liberal","Standstill","5","Liberal","Nova Scotia"
"7456","0",NA,"Wrong","5",NA,"Alberta"
"7457","1","Liberal","Wrong","1","Conservative","Ontario"
"7458","1","Liberal","Unsure","5","Liberal","Ontario"
"7459","1","Conservative","Standstill","5","ndp","British Columbia"
"7460","1","Liberal","Unsure","2","BlocQbc","Quebec"
"7461","1","Conservative","Wrong","1","Liberal","Ontario"
"7462","1","Conservative","Wrong","3","Conservative","Ontario"
"7463","1","Conservative","Wrong","1","Liberal","Yukon"
"7464","1","Conservative","Wrong","5","Other","Quebec"
"7465","1","Conservative","Standstill","2","Liberal","Quebec"
"7466","1","Conservative","Standstill","3","ndp","British Columbia"
"7467","1","Liberal","Standstill","4","Conservative","Quebec"
"7468","1","Liberal","Wrong","4","Conservative","Saskatchewan"
"7469","1","Liberal","Wrong","5","Conservative","Saskatchewan"
"7470","1","Conservative","Wrong","4","Conservative","British Columbia"
"7471","1","Conservative","Wrong","3","ndp","Quebec"
"7472","1","BlocQbc","Standstill","2","Green","Quebec"
"7473","1","Liberal","Unsure","4","Liberal","British Columbia"
"7474","1","Conservative","Standstill","1","Liberal","Ontario"
"7475","1","Conservative","Standstill","1","Green","Ontario"
"7476","0",NA,"Right","2",NA,"Quebec"
"7477","1","Conservative","Standstill","3","Liberal","British Columbia"
"7478","1","Green","Wrong","4","Conservative","British Columbia"
"7479","1","BlocQbc","Standstill","1","Conservative","British Columbia"
"7480","1","BlocQbc","Right","4","Conservative","Ontario"
"7481","1","BlocQbc","Wrong","3","BlocQbc","Ontario"
"7482","1","Liberal","Standstill","4","BlocQbc","Alberta"
"7483","1","Conservative","Wrong","3","Liberal","Quebec"
"7484","1","Conservative","Right","5","Liberal","Manitoba"
"7485","1","PreferNot","Standstill","2","Conservative","Quebec"
"7486","1","Green","Standstill","3","Liberal","Saskatchewan"
"7487","1","Conservative","Wrong","2","Liberal","New Brunswick"
"7488","1","Liberal","Wrong","4","Conservative","Ontario"
"7489","1","Liberal","Right","2","Conservative","Alberta"
"7490","1","Liberal","Wrong","3","Liberal","Quebec"
"7491","1","Liberal","Right","3","Conservative","Ontario"
"7492","1","Conservative","Wrong","3","Liberal","Ontario"
"7493","1","Liberal","Standstill","4","Liberal","Quebec"
"7494","1","Conservative","Wrong","1","Conservative","British Columbia"
"7495","1","Conservative","Right","4","Conservative","Quebec"
"7496","1","Liberal","Unsure","1","Liberal","Ontario"
"7497","0",NA,"Standstill","2",NA,"Quebec"
"7498","1","Conservative","Standstill","4","Liberal","Ontario"
"7499","1","Liberal","Unsure","4","Liberal","Quebec"
"7500","1","Liberal","Standstill","1","Liberal","Quebec"
"7501","1","Liberal","Right","4","Conservative","Quebec"
"7502","1","ndp","Wrong","2","Liberal","British Columbia"
"7503","1","Conservative","Wrong","3","Conservative","Ontario"
"7504","1","Liberal","Unsure","5","Liberal","Alberta"
"7505","1","Liberal","Standstill","3","Liberal","Alberta"
"7506","1","Conservative","Wrong","2","Liberal","British Columbia"
"7507","1","BlocQbc","Standstill","3","Liberal","British Columbia"
"7508","1","BlocQbc","Right","4","Conservative","Quebec"
"7509","1","ndp","Unsure","3","Green","Quebec"
"7510","1","Conservative","Unsure","4","ndp","Ontario"
"7511","1","Conservative","Right","3","Conservative","Prince Edward Island"
"7512","1","Conservative","Unsure","1","Conservative","Alberta"
"7513","1","Liberal","Wrong","2","Liberal","Quebec"
"7514","1","Conservative","Wrong","2","Liberal","British Columbia"
"7515","1","BlocQbc","Wrong","1","Liberal","Newfoundland and Labrador"
"7516","1","Conservative","Wrong","4","Liberal","Alberta"
"7517","1","Liberal","Wrong","5","Liberal","Quebec"
"7518","1","Liberal","Wrong","1","Conservative","Ontario"
"7519","1","Conservative","Wrong","1","Liberal","Alberta"
"7520","0",NA,"Wrong","2",NA,"Quebec"
"7521","0",NA,"Right","4",NA,"Manitoba"
"7522","1","Liberal","Wrong","3","Conservative","Ontario"
"7523","1","Liberal","Wrong","1","Liberal","Newfoundland and Labrador"
"7524","1","ndp","Right","5","Liberal","Quebec"
"7525","1","Liberal","Wrong","3","Conservative","Quebec"
"7526","1","Conservative","Wrong","1","Conservative","British Columbia"
"7527","1","BlocQbc","Right","4","Liberal","Alberta"
"7528","1","ndp","Right","3","Liberal","Alberta"
"7529","1","Liberal","Standstill","4","Liberal","Manitoba"
"7530","1","BlocQbc","Standstill","2","Liberal","British Columbia"
"7531","1","Conservative","Right","1","Conservative","British Columbia"
"7532","0",NA,"Unsure","4",NA,"Quebec"
"7533","1","BlocQbc","Right","1","Liberal","Manitoba"
"7534","1","Liberal","Standstill","4","ndp","Quebec"
"7535","1","Liberal","Standstill","1","Liberal","British Columbia"
"7536","1","BlocQbc","Wrong","4","Liberal","Quebec"
"7537","1","Liberal","Unsure","3","BlocQbc","Ontario"
"7538","1","Conservative","Right","2","Liberal","Ontario"
"7539","1","Liberal","Unsure","5","Liberal","Quebec"
"7540","1","Liberal","Right","1","Conservative","Alberta"
"7541","1","Liberal","Right","1","Conservative","Quebec"
"7542","1","Liberal","Unsure","2","Liberal","Quebec"
"7543","1","ndp","Right","3","Conservative","Saskatchewan"
"7544","1","Liberal","Standstill","4","Conservative","British Columbia"
"7545","1","ndp","Unsure","4","Liberal","British Columbia"
"7546","1","Liberal","Right","1","Liberal","Alberta"
"7547","1","Liberal","Right","3","Conservative","Quebec"
"7548","1","Conservative","Standstill","4","Conservative","Newfoundland and Labrador"
"7549","1","Conservative","Standstill","2","Liberal","British Columbia"
"7550","1","Conservative","Right","5","Conservative","Alberta"
"7551","1","Conservative","Wrong","1","Conservative","Quebec"
"7552","1","Liberal","Standstill","2","Conservative","Alberta"
"7553","1","Liberal","Standstill","4","Conservative","Ontario"
"7554","0",NA,"Standstill","5",NA,"Quebec"
"7555","1","Liberal","Wrong","2","Conservative","Ontario"
"7556","1","ndp","Unsure","2","Conservative","Manitoba"
"7557","1","ndp","Unsure","3","ndp","British Columbia"
"7558","1","Liberal","Wrong","4","Liberal","Quebec"
"7559","1","Conservative","Right","3","Conservative","Ontario"
"7560","1","Liberal","Wrong","2","Conservative","Ontario"
"7561","1","Conservative","Right","2","Conservative","Quebec"
"7562","1","BlocQbc","Standstill","5","Liberal","Saskatchewan"
"7563","0",NA,"Right","4",NA,"Ontario"
"7564","1","Liberal","Unsure","2","Liberal","Quebec"
"7565","1","Conservative","Wrong","3","BlocQbc","Quebec"
"7566","1","ndp","Right","2","Liberal","New Brunswick"
"7567","1","Liberal","Right","4","Conservative","Manitoba"
"7568","1","Conservative","Right","4","BlocQbc","New Brunswick"
"7569","1","Conservative","Standstill","4","Liberal","Ontario"
"7570","1","Conservative","Standstill","1","Conservative","Ontario"
"7571","1","Conservative","Standstill","4","Conservative","Ontario"
"7572","1","Conservative","Standstill","5","Conservative","Ontario"
"7573","1","Liberal","Right","4","Liberal","Alberta"
"7574","1","BlocQbc","Wrong","1","Conservative","Alberta"
"7575","1","Conservative","Standstill","1","Liberal","British Columbia"
"7576","1","Liberal","Wrong","2","Liberal","Alberta"
"7577","1","BlocQbc","Right","1","Liberal","Nova Scotia"
"7578","1","Liberal","Right","4","Conservative","Alberta"
"7579","1","Liberal","Right","5","Conservative","Alberta"
"7580","1","Conservative","Wrong","2","BlocQbc","Quebec"
"7581","1","Conservative","Wrong","4","Liberal","Alberta"
"7582","1","Liberal","Right","1","Conservative","British Columbia"
"7583","1","Liberal","Right","3","Conservative","Saskatchewan"
"7584","1","Liberal","Standstill","1","Conservative","Ontario"
"7585","1","Liberal","Right","3","Liberal","Ontario"
"7586","1","Conservative","Wrong","5","Liberal","Ontario"
"7587","1","Liberal","Standstill","3","Liberal","Ontario"
"7588","1","PreferNot","Standstill","4","Conservative","British Columbia"
"7589","1","BlocQbc","Right","2","ndp","Alberta"
"7590","1","ndp","Standstill","5","Conservative","Nova Scotia"
"7591","1","Conservative","Standstill","2","Liberal","Ontario"
"7592","1","Liberal","Unsure","1","BlocQbc","Ontario"
"7593","1","Conservative","Wrong","2","Conservative","Manitoba"
"7594","1","Conservative","Unsure","4","BlocQbc","Quebec"
"7595","1","Liberal","Right","3","Liberal","Ontario"
"7596","1","Liberal","Right","4","Liberal","Ontario"
"7597","1","Liberal","Wrong","4","Conservative","Ontario"
"7598","1","Conservative","Unsure","5","Liberal","British Columbia"
"7599","1","ndp","Right","4","Conservative","Quebec"
"7600","1","Conservative","Unsure","4","Liberal","Ontario"
"7601","0",NA,"Right","1",NA,"Alberta"
"7602","1","Liberal","Right","4","Conservative","Ontario"
"7603","1","Conservative","Right","4","Liberal","British Columbia"
"7604","1","Green","Wrong","4","BlocQbc","Ontario"
"7605","1","Liberal","Right","2","Liberal","Saskatchewan"
"7606","1","Liberal","Wrong","3","Conservative","British Columbia"
"7607","1","Liberal","Right","3","BlocQbc","British Columbia"
"7608","1","BlocQbc","Wrong","4","Liberal","British Columbia"
"7609","1","Liberal","Wrong","4","Liberal","British Columbia"
"7610","1","Liberal","Unsure","4","Liberal","Manitoba"
"7611","1","Conservative","Right","4","Other","Ontario"
"7612","1","Conservative","Right","1","Liberal","Alberta"
"7613","1","Conservative","Right","1","Conservative","Quebec"
"7614","1","Conservative","Standstill","1","Liberal","Quebec"
"7615","0",NA,"Wrong","5",NA,"Ontario"
"7616","1","Liberal","Unsure","4","BlocQbc","Ontario"
"7617","1","Conservative","Wrong","2","ndp","Ontario"
"7618","1","Liberal","Wrong","1","Liberal","Manitoba"
"7619","1","Liberal","Right","3","BlocQbc","British Columbia"
"7620","1","Conservative","Right","5","Liberal","Alberta"
"7621","1","Liberal","Right","3","Green","Ontario"
"7622","1","Liberal","Wrong","4","Liberal","Ontario"
"7623","1","Liberal","Right","3","Conservative","Ontario"
"7624","1","Liberal","Right","2","Liberal","Ontario"
"7625","1","Liberal","Right","1","BlocQbc","British Columbia"
"7626","1","ndp","Wrong","5","Liberal","Ontario"
"7627","0",NA,"Right","3",NA,"Newfoundland and Labrador"
"7628","1","Liberal","Standstill","4","Liberal","Ontario"
"7629","1","Liberal","Wrong","4","Conservative","British Columbia"
"7630","1","Conservative","Wrong","3","Liberal","Ontario"
"7631","0",NA,"Right","1",NA,"Ontario"
"7632","1","Liberal","Right","2","Liberal","Ontario"
"7633","1","Liberal","Right","5","BlocQbc","Ontario"
"7634","1","Liberal","Standstill","1","Conservative","Ontario"
"7635","1","BlocQbc","Right","2","Conservative","British Columbia"
"7636","0",NA,"Wrong","4",NA,"British Columbia"
"7637","1","Green","Wrong","3","Liberal","Ontario"
"7638","0",NA,"Wrong","5",NA,"Quebec"
"7639","0",NA,"Unsure","5",NA,"Ontario"
"7640","1","Conservative","Standstill","1","Conservative","Ontario"
"7641","1","Conservative","Wrong","5","Liberal","Nova Scotia"
"7642","1","Liberal","Wrong","1","Liberal","Ontario"
"7643","1","Liberal","Wrong","4","Liberal","Quebec"
"7644","1","Liberal","Standstill","4","Conservative","Ontario"
"7645","1","Conservative","Right","5","Conservative","New Brunswick"
"7646","1","Conservative","Right","5","Liberal","Ontario"
"7647","1","Liberal","Right","4","Other","Alberta"
"7648","1","Liberal","Wrong","5","Liberal","Ontario"
"7649","0",NA,"Right","4",NA,"British Columbia"
"7650","1","Liberal","Right","5","ndp","Alberta"
"7651","1","Liberal","Standstill","1","Liberal","Alberta"
"7652","1","BlocQbc","Wrong","1","Liberal","Alberta"
"7653","1","Green","Right","3","Conservative","Manitoba"
"7654","1","Liberal","Wrong","3","Conservative","Ontario"
"7655","1","Liberal","Right","5","BlocQbc","Alberta"
"7656","1","Liberal","Right","4","BlocQbc","Quebec"
"7657","1","Conservative","Standstill","2","Liberal","Quebec"
"7658","1","Liberal","Wrong","5","Liberal","Ontario"
"7659","1","Green","Right","4","Liberal","Ontario"
"7660","1","Conservative","Standstill","4","Conservative","Quebec"
"7661","1","Conservative","Right","4","Conservative","Ontario"
"7662","0",NA,"Wrong","2",NA,"Quebec"
"7663","1","PreferNot","Standstill","5","BlocQbc","Saskatchewan"
"7664","1","Green","Right","5","Liberal","Alberta"
"7665","1","Conservative","Wrong","4","Liberal","Saskatchewan"
"7666","1","Liberal","Wrong","1","ndp","Nova Scotia"
"7667","0",NA,"Standstill","5",NA,"Saskatchewan"
"7668","1","Conservative","Right","5","BlocQbc","Ontario"
"7669","1","Liberal","Wrong","5","Conservative","British Columbia"
"7670","1","Liberal","Wrong","4","Conservative","Ontario"
"7671","1","Liberal","Wrong","1","Liberal","Quebec"
"7672","1","Liberal","Right","2","ndp","Ontario"
"7673","1","ndp","Wrong","5","Conservative","Alberta"
"7674","1","ndp","Right","1","BlocQbc","Alberta"
"7675","0",NA,"Wrong","5",NA,"Alberta"
"7676","1","Liberal","Wrong","2","Conservative","Quebec"
"7677","1","ndp","Unsure","5","Conservative","Quebec"
"7678","1","Conservative","Unsure","2","ndp","Ontario"
"7679","1","Liberal","Standstill","5","Liberal","New Brunswick"
"7680","0",NA,"Standstill","3",NA,"Ontario"
"7681","1","Conservative","Wrong","2","Liberal","Ontario"
"7682","1","Conservative","Standstill","4","Liberal","Quebec"
"7683","1","Conservative","Standstill","4","Liberal","Quebec"
"7684","1","Liberal","Wrong","2","Liberal","Ontario"
"7685","1","Liberal","Right","3","ndp","Ontario"
"7686","1","Liberal","Right","4","Liberal","Quebec"
"7687","1","Conservative","Right","5","ndp","British Columbia"
"7688","1","Liberal","Wrong","3","ndp","Quebec"
"7689","1","Liberal","Right","5","Liberal","British Columbia"
"7690","1","Liberal","Standstill","2","Liberal","Ontario"
"7691","1","Conservative","Right","2","Conservative","Ontario"
"7692","1","Conservative","Standstill","2","Liberal","Quebec"
"7693","1","Conservative","Wrong","5","Liberal","Nova Scotia"
"7694","1","Conservative","Right","5","Conservative","Alberta"
"7695","1","Liberal","Right","2","Liberal","British Columbia"
"7696","1","Conservative","Wrong","1","Conservative","British Columbia"
"7697","1","ndp","Right","3","Liberal","Quebec"
"7698","1","Liberal","Wrong","4","Liberal","Ontario"
"7699","1","Conservative","Wrong","4","Liberal","Quebec"
"7700","1","Liberal","Right","3","Conservative","Ontario"
"7701","1","ndp","Right","1","ndp","Ontario"
"7702","1","ndp","Unsure","4","Liberal","British Columbia"
"7703","1","ndp","Standstill","2","Conservative","Manitoba"
"7704","1","Liberal","Right","5","ndp","Ontario"
"7705","0",NA,"Wrong","4",NA,"Ontario"
"7706","1","Conservative","Right","2","BlocQbc","Manitoba"
"7707","1","Conservative","Wrong","3","ndp","Alberta"
"7708","1","ndp","Standstill","4","Liberal","Alberta"
"7709","1","Liberal","Wrong","4","Liberal","Quebec"
"7710","1","BlocQbc","Unsure","1","Conservative","Quebec"
"7711","1","Liberal","Unsure","3","Liberal","British Columbia"
"7712","1","ndp","Unsure","4","Liberal","Ontario"
"7713","1","PreferNot","Wrong","5","Conservative","Ontario"
"7714","1","Liberal","Wrong","1","Conservative","Ontario"
"7715","1","Liberal","Standstill","3","Other","Quebec"
"7716","1","Liberal","Standstill","5","Liberal","British Columbia"
"7717","1","Liberal","Wrong","2","Liberal","Ontario"
"7718","1","Conservative","Right","2","BlocQbc","Manitoba"
"7719","1","Liberal","Right","5","BlocQbc","British Columbia"
"7720","1","Liberal","Wrong","1","Green","Ontario"
"7721","1","Conservative","Unsure","4","Liberal","Ontario"
"7722","1","PreferNot","Wrong","3","Conservative","Alberta"
"7723","1","Liberal","Right","1","Conservative","British Columbia"
"7724","1","Conservative","Right","3","Green","Saskatchewan"
"7725","0",NA,"Wrong","3",NA,"Ontario"
"7726","1","Liberal","Standstill","1","Liberal","Ontario"
"7727","1","ndp","Wrong","4","Conservative","Ontario"
"7728","1","BlocQbc","Right","1","Conservative","Manitoba"
"7729","1","Liberal","Wrong","3","Liberal","Alberta"
"7730","1","ndp","Right","1","Green","Manitoba"
"7731","1","Liberal","Right","2","BlocQbc","Quebec"
"7732","1","Conservative","Right","2","Liberal","Alberta"
"7733","1","Liberal","Wrong","5","BlocQbc","British Columbia"
"7734","1","Conservative","Standstill","5","Conservative","British Columbia"
"7735","1","ndp","Standstill","2","ndp","Nova Scotia"
"7736","1","Liberal","Right","5","Liberal","Ontario"
"7737","1","Liberal","Right","3","Liberal","Ontario"
"7738","1","Conservative","Standstill","5","Liberal","Ontario"
"7739","0",NA,"Wrong","4",NA,"Ontario"
"7740","1","Liberal","Right","1","BlocQbc","Ontario"
"7741","1","Liberal","Standstill","2","BlocQbc","Ontario"
"7742","1","BlocQbc","Unsure","4","Liberal","Ontario"
"7743","1","Liberal","Wrong","5","BlocQbc","Ontario"
"7744","1","Conservative","Right","3","Liberal","Saskatchewan"
"7745","1","BlocQbc","Standstill","4","Liberal","Alberta"
"7746","1","Conservative","Right","2","Liberal","New Brunswick"
"7747","0",NA,"Right","2",NA,"Manitoba"
"7748","1","Conservative","Wrong","3","Liberal","Ontario"
"7749","1","Conservative","Wrong","3","Liberal","Ontario"
"7750","1","Conservative","Wrong","1","BlocQbc","Quebec"
"7751","0",NA,"Wrong","2",NA,"Saskatchewan"
"7752","1","Liberal","Right","4","Conservative","Ontario"
"7753","1","Liberal","Standstill","3","Conservative","Nova Scotia"
"7754","1","ndp","Wrong","4","Liberal","Ontario"
"7755","1","Conservative","Right","3","Liberal","Quebec"
"7756","1","BlocQbc","Right","2","ndp","Ontario"
"7757","1","BlocQbc","Unsure","4","Conservative","Quebec"
"7758","0",NA,"Wrong","5",NA,"Alberta"
"7759","1","ndp","Standstill","3","Liberal","Ontario"
"7760","0",NA,"Wrong","3",NA,"Quebec"
"7761","1","Liberal","Right","4","Green","Ontario"
"7762","0",NA,"Right","3",NA,"British Columbia"
"7763","1","PreferNot","Right","3","BlocQbc","Ontario"
"7764","1","Liberal","Wrong","1","BlocQbc","British Columbia"
"7765","1","Liberal","Wrong","5","Liberal","Quebec"
"7766","1","Liberal","Unsure","3","Liberal","Alberta"
"7767","1","ndp","Unsure","4","Conservative","Alberta"
"7768","1","Liberal","Right","2","Green","Ontario"
"7769","1","Liberal","Unsure","2","Liberal","Alberta"
"7770","1","Liberal","Standstill","5","Liberal","British Columbia"
"7771","1","BlocQbc","Standstill","2","Conservative","Alberta"
"7772","1","Liberal","Right","5","Liberal","British Columbia"
"7773","1","Liberal","Wrong","3","ndp","British Columbia"
"7774","1","ndp","Standstill","2","Conservative","British Columbia"
"7775","1","Liberal","Wrong","4","Other","Quebec"
"7776","1","Conservative","Unsure","5","Liberal","Alberta"
"7777","0",NA,"Right","1",NA,"British Columbia"
"7778","1","Conservative","Standstill","3","Liberal","British Columbia"
"7779","1","Liberal","Right","1","Liberal","Ontario"
"7780","1","BlocQbc","Right","5","Conservative","Ontario"
"7781","1","Conservative","Unsure","3","Liberal","Quebec"
"7782","1","Conservative","Right","4","Conservative","Quebec"
"7783","1","Liberal","Unsure","2","Green","British Columbia"
"7784","1","Conservative","Right","1","Conservative","Alberta"
"7785","0",NA,"Wrong","3",NA,"Alberta"
"7786","1","Liberal","Wrong","5","ndp","Ontario"
"7787","1","Liberal","Right","4","Liberal","Ontario"
"7788","1","Liberal","Wrong","2","Conservative","Saskatchewan"
"7789","1","Liberal","Standstill","4","Liberal","Alberta"
"7790","1","Conservative","Standstill","1","BlocQbc","Alberta"
"7791","1","Conservative","Right","4","Conservative","Ontario"
"7792","0",NA,"Wrong","5",NA,"British Columbia"
"7793","1","PreferNot","Wrong","1","Liberal","Saskatchewan"
"7794","0",NA,"Wrong","4",NA,"Quebec"
"7795","1","BlocQbc","Standstill","5","Conservative","Ontario"
"7796","1","Conservative","Right","3","Liberal","Manitoba"
"7797","1","Liberal","Standstill","4","Liberal","Alberta"
"7798","1","BlocQbc","Right","2","Liberal","Quebec"
"7799","1","Liberal","Unsure","4","Conservative","Quebec"
"7800","1","Conservative","Right","3","Conservative","British Columbia"
"7801","1","Conservative","Unsure","4","Conservative","Alberta"
"7802","1","Conservative","Right","4","Conservative","Ontario"
"7803","1","Liberal","Wrong","1","Liberal","Ontario"
"7804","1","Conservative","Wrong","2","Liberal","Quebec"
"7805","1","BlocQbc","Right","1","Conservative","Ontario"
"7806","1","Conservative","Standstill","4","Green","Alberta"
"7807","1","Liberal","Right","1","Conservative","Nova Scotia"
"7808","1","Conservative","Wrong","2","Conservative","Ontario"
"7809","1","Liberal","Right","4","Liberal","Quebec"
"7810","0",NA,"Wrong","4",NA,"Ontario"
"7811","1","PreferNot","Right","3","BlocQbc","Ontario"
"7812","1","Conservative","Standstill","4","Liberal","Ontario"
"7813","1","Conservative","Right","3","Conservative","Quebec"
"7814","1","PreferNot","Wrong","5","Conservative","British Columbia"
"7815","1","Conservative","Right","2","Liberal","Ontario"
"7816","0",NA,"Right","3",NA,"Quebec"
"7817","1","Liberal","Right","3","Conservative","Ontario"
"7818","1","Green","Wrong","2","Liberal","Nova Scotia"
"7819","1","ndp","Right","4","Liberal","Ontario"
"7820","1","PreferNot","Right","3","ndp","Nova Scotia"
"7821","1","ndp","Wrong","4","Conservative","Quebec"
"7822","1","Liberal","Wrong","3","Liberal","Ontario"
"7823","1","Liberal","Wrong","4","Liberal","Ontario"
"7824","1","Liberal","Wrong","5","BlocQbc","Quebec"
"7825","1","Liberal","Wrong","4","Conservative","Ontario"
"7826","1","Conservative","Wrong","2","Conservative","Ontario"
"7827","0",NA,"Right","2",NA,"Quebec"
"7828","1","Liberal","Right","2","Conservative","Ontario"
"7829","1","Liberal","Wrong","2","Conservative","British Columbia"
"7830","1","Liberal","Wrong","1","Conservative","Quebec"
"7831","1","Liberal","Unsure","5","Liberal","Saskatchewan"
"7832","1","Liberal","Wrong","5","Conservative","Quebec"
"7833","0",NA,"Unsure","4",NA,"Ontario"
"7834","1","Liberal","Right","3","Liberal","Alberta"
"7835","1","Conservative","Right","4","BlocQbc","Quebec"
"7836","1","BlocQbc","Wrong","2","Conservative","Ontario"
"7837","1","Conservative","Right","3","Other","New Brunswick"
"7838","1","Liberal","Right","3","Conservative","Alberta"
"7839","1","ndp","Wrong","1","Conservative","British Columbia"
"7840","1","Liberal","Wrong","1","Liberal","Nova Scotia"
"7841","1","Liberal","Standstill","4","BlocQbc","Quebec"
"7842","0",NA,"Wrong","5",NA,"Ontario"
"7843","1","Conservative","Right","2","Liberal","British Columbia"
"7844","1","Liberal","Right","4","Conservative","Alberta"
"7845","1","PreferNot","Right","4","Liberal","Ontario"
"7846","1","Liberal","Standstill","5","Liberal","Ontario"
"7847","1","Liberal","Right","1","ndp","Alberta"
"7848","0",NA,"Right","1",NA,"Saskatchewan"
"7849","1","Liberal","Right","3","Conservative","Ontario"
"7850","1","Liberal","Right","5","Conservative","Quebec"
"7851","1","BlocQbc","Right","3","ndp","Ontario"
"7852","1","Liberal","Right","3","Liberal","Alberta"
"7853","1","Liberal","Wrong","2","Conservative","Quebec"
"7854","1","Liberal","Standstill","4","Liberal","British Columbia"
"7855","0",NA,"Standstill","1",NA,"Alberta"
"7856","1","Conservative","Wrong","5","Liberal","Quebec"
"7857","1","BlocQbc","Right","3","Conservative","Quebec"
"7858","1","PreferNot","Wrong","2","BlocQbc","Ontario"
"7859","1","Liberal","Standstill","5","Liberal","Ontario"
"7860","1","Liberal","Standstill","4","ndp","Ontario"
"7861","1","Liberal","Standstill","4","Conservative","Saskatchewan"
"7862","1","Conservative","Right","3","Conservative","Alberta"
"7863","1","BlocQbc","Wrong","3","Liberal","Ontario"
"7864","1","ndp","Right","4","Conservative","Manitoba"
"7865","1","Conservative","Standstill","4","Liberal","Quebec"
"7866","1","Conservative","Wrong","2","Liberal","Quebec"
"7867","1","Liberal","Unsure","4","Other","Saskatchewan"
"7868","1","Conservative","Right","5","Liberal","Quebec"
"7869","1","Conservative","Right","1","Conservative","Ontario"
"7870","0",NA,"Wrong","4",NA,"Alberta"
"7871","0",NA,"Wrong","5",NA,"Quebec"
"7872","1","Conservative","Right","4","Conservative","Quebec"
"7873","1","Liberal","Wrong","2","Liberal","Ontario"
"7874","1","Conservative","Standstill","2","Conservative","Northwest Territories"
"7875","1","Liberal","Wrong","1","Conservative","British Columbia"
"7876","1","Conservative","Unsure","4","Green","Ontario"
"7877","1","Conservative","Unsure","1","Liberal","Ontario"
"7878","1","Conservative","Right","1","Conservative","Ontario"
"7879","0",NA,"Unsure","2",NA,"Alberta"
"7880","1","Liberal","Wrong","1","Conservative","Quebec"
"7881","1","Liberal","Wrong","1","ndp","Yukon"
"7882","1","Liberal","Unsure","2","Liberal","Ontario"
"7883","1","Liberal","Right","4","Liberal","Ontario"
"7884","1","BlocQbc","Wrong","4","Conservative","Quebec"
"7885","1","Conservative","Standstill","5","Conservative","Quebec"
"7886","1","Liberal","Standstill","1","Conservative","Ontario"
"7887","1","Liberal","Right","4","Liberal","Saskatchewan"
"7888","1","PreferNot","Right","4","Conservative","Manitoba"
"7889","1","BlocQbc","Wrong","3","ndp","British Columbia"
"7890","1","Liberal","Unsure","4","Liberal","Quebec"
"7891","1","BlocQbc","Unsure","1","Liberal","Ontario"
"7892","1","ndp","Wrong","5","Liberal","British Columbia"
"7893","1","Liberal","Wrong","1","ndp","British Columbia"
"7894","1","Conservative","Right","2","Liberal","Ontario"
"7895","1","ndp","Right","4","Liberal","Quebec"
"7896","1","Liberal","Wrong","5","Liberal","Quebec"
"7897","1","Liberal","Standstill","4","Liberal","Ontario"
"7898","1","Conservative","Right","2","BlocQbc","Alberta"
"7899","0",NA,"Standstill","2",NA,"Ontario"
"7900","1","BlocQbc","Wrong","5","Conservative","Quebec"
"7901","1","Liberal","Right","5","Conservative","Manitoba"
"7902","1","Liberal","Wrong","5","ndp","Quebec"
"7903","1","Conservative","Wrong","1","Liberal","Alberta"
"7904","1","Conservative","Standstill","5","Liberal","Ontario"
"7905","1","Liberal","Right","2","Conservative","Ontario"
"7906","1","Conservative","Wrong","2","ndp","Ontario"
"7907","1","Conservative","Standstill","3","Conservative","Manitoba"
"7908","1","Conservative","Wrong","5","Conservative","Ontario"
